,T,f,df,temperatura,dtemperatura,P,dP,E,dE,Virial,dVirial,KEtotal,dKEtotal,KEt,dKEt,KEr,dKEr,Cv1,dCv1,dfdT,ddfdT
0,298.0,0.0,0.0,297.5637050566698,0.011510181782999,-9.102529182018486,0.0003119523965364506,-6618.576200518599,0.3057248013675723,-1.7772563212460804,0.0015502118770121056,1601.007651689328,0.06192922494804368,801.0013034265619,0.036603803077871554,800.0063482079426,0.04902407987212316,17.22624958801316,0.08685099564356842,37.50503461484221,0.0017324298928534118
1,298.0,0.0,0.0,296.21372417754947,0.011500662231907233,-9.10856857315533,0.00034796355877484206,-6631.293188226107,0.33406777603885174,-1.7851585982621967,0.0015564714165572575,1593.7442329650235,0.061877998634555696,800.1633847128708,0.038645595893650624,793.5808481838895,0.046330834912206645,17.252108725660946,0.0812790538069004,37.577097102258946,0.0018930390954868517
2,298.0,0.0,0.0,293.9548846422112,0.010586882671254507,-9.120342982824203,0.0004291605739363454,-6654.078908841804,0.4043877495932448,-1.7977775304876626,0.001544617822755125,1581.5908039644537,0.05696152228274915,799.0084766172712,0.03710989656129754,782.582327402192,0.04679706120205356,17.415576616796898,0.0899124128619952,37.706215392133586,0.0022915164964217444
3,298.0,0.0,0.0,290.7940214710318,0.0110904757851521,-9.137416710868953,0.0004982218044854528,-6686.5031496578,0.46415990280799774,-1.8207504822248397,0.0016839673478635218,1564.584139143136,0.059671048464885676,797.479227597921,0.03872274202551318,767.104911834294,0.044500301324037234,17.54238911368884,0.09521186347101043,37.88995162743878,0.0026302232828069078
4,298.0,0.0,0.0,286.67332568436433,0.01073741730994688,-9.160857414735123,0.00048231912819062856,-6729.841040591498,0.45457250077829303,-1.849274389062969,0.0017006395535547004,1542.4132045777176,0.05777145720891942,795.4187892795388,0.038804599034726245,746.994415327149,0.04482509063116051,17.3334219182143,0.10051383151793818,38.13553149996109,0.002575895005229281
5,298.0,0.0,0.0,281.5436425862147,0.010437458424855358,-9.192556869288508,0.0004809743153629904,-6786.065324413851,0.4533431474106903,-1.887763113016286,0.0016799098310651865,1514.8135284780385,0.0561575561680874,792.8545610336063,0.037412045960650946,721.9589673383056,0.043581161892640566,16.963504253712017,0.09131613474452352,38.45413381669303,0.002568928712297245
6,298.0,0.0,0.0,275.3218929561666,0.0103395071693915,-9.23255533679503,0.0004670720671348019,-6855.659356257117,0.44211593651073927,-1.931074621149528,0.0015899047521776405,1481.3381126837855,0.05563053676527091,789.811046817991,0.036088648612164015,691.5270658872283,0.03991751768482367,17.210614005103707,0.08878490619231176,38.84849757321571,0.0025053082415685433
7,298.0,0.0,0.0,267.953902949234,0.010428557526015065,-9.284387964624102,0.0005111438090952895,-6942.106851248709,0.4813169118023917,-1.9878776759408396,0.0018558904621744665,1441.6954808981657,0.05610966781291877,786.4686337761253,0.035910780598927064,655.2268470305845,0.042944562272869476,16.986140420718584,0.09493479032385992,39.338363700581894,0.0027274457362058005
8,298.0,0.0,0.0,259.2554164047,0.009893285848051388,-9.344580647982903,0.0005470986037864139,-7043.2620605023785,0.5148833915601814,-2.0473635580684455,0.0017665694124510644,1394.8942640674672,0.05322970413322249,782.5318523616194,0.03569676579456845,612.3624117720583,0.03916859745785802,17.188753738591913,0.09623035800448333,39.911573029838124,0.0029176546190642716
9,298.0,0.0,0.0,249.47143819697266,0.010437070902375414,-9.38324234718682,0.0006060915572800303,-7130.815157214812,0.5769144871748992,-2.0810978472013066,0.0018852869460837221,1342.2526827275576,0.05615547238515166,778.0189106949243,0.03608911683958237,564.2337719599434,0.04115845285832174,13.297026553482283,0.10562796973734256,40.407704195114896,0.0032691620003714858
